id,name,age,salary,city,score
2758,Alice,33,76506,Delhi,90.75
2759,Grace,37,91702,Bangalore,2.15
2760,Hana,53,86827,Chennai,59.23
2761,Eve,48,82153,Bangalore,23.31
2762,Frank,59,47877,Mumbai,4.5
2763,Ivan,46,77507,Kolkata,46.96
2764,Charlie,23,27361,Chennai,35.44
2765,David,36,112263,Delhi,98.76
2766,Eve,30,79497,Hyderabad,51.48
2767,Charlie,54,42504,Kolkata,92.25
2768,Eve,58,46926,Delhi,35.54
2769,Grace,41,81193,Kolkata,50.79
2770,Bob,21,78554,Bangalore,54.29
2771,Frank,18,58941,Pune,14.81
2772,Charlie,41,64616,Hyderabad,10.16
2773,Charlie,45,91828,Kolkata,86.21
2774,Charlie,47,46281,Mumbai,95.19
2775,Grace,27,54469,Pune,62.53
2776,Hana,38,63680,Mumbai,4.91
2777,David,21,49743,Kolkata,88.65
2778,Julia,45,110303,Mumbai,54.54
2779,Charlie,50,44360,Hyderabad,26.13
2780,David,38,35393,Kolkata,80.67
2781,Ivan,44,47525,Chennai,67.75
2782,David,23,22742,Bangalore,86.64
2783,Frank,36,46010,Kolkata,74.83
2784,Charlie,27,115417,Hyderabad,30.9
2785,Julia,55,104130,Hyderabad,44.78
2786,Eve,41,102106,Chennai,41.53
2787,Charlie,59,33947,Chennai,26.39
2788,Hana,23,39017,Hyderabad,68.08
2789,Ivan,18,98367,Hyderabad,61.91
2790,Charlie,54,39295,Delhi,15.55
2791,Ivan,57,104537,Chennai,4.85
2792,David,58,68735,Hyderabad,32.46
2793,Ivan,43,95242,Hyderabad,85.22
2794,David,57,49942,Chennai,7.35
2795,Julia,50,119334,Delhi,13.78
2796,Charlie,52,35471,Kolkata,0.9
2797,Hana,28,90541,Delhi,0.45
2798,Frank,41,111501,Kolkata,61.41
2799,Bob,36,59348,Hyderabad,13.18
2800,David,38,52587,Kolkata,64.86
2801,Grace,19,34496,Mumbai,5.0
2802,Charlie,54,83662,Pune,7.79
2803,Hana,36,95831,Bangalore,35.06
2804,Grace,43,86013,Kolkata,19.06
2805,Bob,28,105142,Bangalore,88.76
2806,David,23,35738,Kolkata,95.44
2807,Frank,31,98029,Delhi,34.01
2808,David,27,89486,Hyderabad,7.41
2809,Hana,59,44227,Mumbai,96.3
2810,Julia,33,49424,Mumbai,50.56
2811,Grace,48,113529,Mumbai,1.03
2812,Alice,29,70160,Bangalore,23.83
2813,Grace,22,70478,Delhi,74.79
2814,Frank,21,38414,Bangalore,92.04
2815,Alice,19,118322,Mumbai,16.78
2816,Julia,19,22011,Delhi,6.13
2817,Charlie,51,84479,Bangalore,26.03
2818,Hana,20,32576,Kolkata,55.52
2819,Julia,32,62605,Chennai,53.86
2820,Julia,39,96585,Bangalore,11.9
2821,Bob,36,71158,Bangalore,26.31
2822,Charlie,59,57002,Pune,71.39
2823,Julia,26,45673,Chennai,13.97
2824,Bob,30,103716,Mumbai,52.69
2825,Bob,27,76940,Bangalore,81.92
2826,Grace,41,109603,Hyderabad,62.21
2827,Grace,36,112445,Hyderabad,74.02
2828,Alice,28,32658,Mumbai,49.31
2829,Ivan,54,110284,Hyderabad,20.7
2830,David,18,86741,Hyderabad,69.65
2831,Hana,31,27292,Delhi,91.57
2832,David,22,94412,Kolkata,24.8
2833,Frank,34,28811,Delhi,14.47
2834,Charlie,22,119336,Mumbai,34.21
2835,Hana,19,112155,Pune,73.49
2836,Ivan,29,63178,Kolkata,52.4
2837,Eve,43,43942,Chennai,32.61
2838,Charlie,59,33362,Kolkata,49.95
2839,Grace,44,75728,Delhi,44.6
2840,Frank,47,29194,Bangalore,60.49
2841,Charlie,44,76698,Mumbai,62.74
2842,Ivan,41,84207,Bangalore,80.04
2843,David,22,28388,Mumbai,93.26
2844,Ivan,21,91415,Mumbai,2.6
2845,Frank,56,81497,Pune,84.6
2846,Ivan,55,98400,Mumbai,19.13
2847,Bob,56,88579,Bangalore,16.14
2848,Julia,43,95315,Hyderabad,77.33
2849,Eve,44,112494,Hyderabad,83.68
2850,Bob,32,41136,Kolkata,28.11
2851,Julia,34,27459,Pune,28.63
2852,Grace,52,109826,Bangalore,44.15
2853,Frank,18,73680,Bangalore,98.83
2854,Charlie,34,111442,Pune,44.97
2855,Julia,31,94347,Chennai,50.66
2856,Charlie,49,61470,Delhi,67.2
2857,Alice,32,100181,Hyderabad,39.27
2858,Ivan,19,68960,Kolkata,68.64
2859,Hana,52,92393,Kolkata,63.06
2860,Grace,35,114741,Hyderabad,9.78
2861,Julia,50,115468,Mumbai,79.08
2862,Bob,59,64567,Mumbai,60.43
2863,Grace,39,90470,Chennai,75.59
2864,Hana,38,25483,Chennai,87.37
2865,David,47,111527,Hyderabad,25.42
2866,Alice,45,24442,Bangalore,88.22
2867,Grace,52,94819,Chennai,76.13
2868,Alice,54,41262,Kolkata,70.47
2869,Eve,26,21435,Kolkata,28.05
2870,Alice,51,67408,Pune,42.85
2871,David,28,67798,Delhi,85.37
2872,Frank,54,73337,Mumbai,69.05
2873,Charlie,31,22078,Kolkata,41.01
2874,Hana,38,59719,Bangalore,49.06
2875,David,33,34291,Bangalore,32.87
2876,Julia,52,82993,Pune,92.96
2877,Alice,24,50147,Delhi,62.28
2878,Ivan,18,23025,Delhi,65.07
2879,David,59,47333,Bangalore,59.58
2880,Bob,51,119489,Mumbai,2.97
2881,Hana,22,44550,Hyderabad,80.61
2882,David,32,119269,Mumbai,89.37
2883,Ivan,28,41386,Hyderabad,24.78
2884,David,57,76775,Hyderabad,65.57
2885,Charlie,36,39693,Mumbai,16.33
2886,Julia,38,118176,Pune,3.97
2887,Grace,42,115033,Delhi,11.62
2888,Hana,41,48442,Pune,35.18
2889,Alice,39,88952,Delhi,61.98
2890,Grace,52,24994,Delhi,39.58
2891,Ivan,47,20908,Bangalore,88.97
2892,Charlie,52,87474,Chennai,56.51
2893,Charlie,39,69135,Hyderabad,57.2
2894,Alice,21,50754,Hyderabad,48.73
2895,Eve,40,43891,Delhi,15.74
2896,Ivan,33,48132,Hyderabad,89.69
2897,David,24,98385,Bangalore,91.77
2898,Frank,38,78513,Bangalore,75.08
2899,David,45,115517,Chennai,7.05
2900,Alice,30,115051,Kolkata,71.4
2901,David,32,81779,Pune,76.55
2902,Julia,39,44462,Hyderabad,86.66
2903,Charlie,43,90243,Mumbai,39.09
2904,Frank,27,21497,Bangalore,19.7
2905,Ivan,19,26335,Delhi,61.78
2906,Grace,35,56951,Kolkata,68.87
2907,Charlie,43,47211,Mumbai,54.35
2908,David,49,94497,Mumbai,69.09
2909,Frank,20,92637,Kolkata,75.68
2910,Eve,39,61711,Chennai,63.52
2911,Bob,24,104893,Bangalore,35.61
2912,Hana,47,34002,Mumbai,87.47
2913,Alice,25,110791,Bangalore,83.89
2914,David,28,101485,Delhi,11.59
2915,Frank,33,23008,Mumbai,78.05
2916,Frank,22,95052,Delhi,20.28
2917,Frank,53,49049,Mumbai,29.0
2918,Julia,55,78467,Mumbai,14.3
2919,Eve,54,76387,Pune,82.96
2920,Julia,51,104471,Delhi,16.04
2921,Hana,55,97292,Pune,84.85
2922,David,46,40649,Bangalore,45.23
2923,Bob,36,113260,Kolkata,89.1
2924,Charlie,47,61612,Hyderabad,29.02
2925,Bob,34,111118,Mumbai,61.98
2926,Grace,57,26101,Hyderabad,57.17
2927,Alice,26,118901,Pune,11.92
2928,Grace,20,54130,Mumbai,97.16
2929,Ivan,48,108533,Hyderabad,85.8
2930,Ivan,34,57353,Mumbai,68.5
2931,Frank,43,63755,Kolkata,89.32
2932,Alice,59,108410,Pune,99.08
2933,Bob,52,63798,Delhi,76.24
2934,Alice,59,107400,Chennai,53.77
2935,Bob,32,62648,Bangalore,31.27
2936,Ivan,56,68463,Bangalore,28.85
2937,Ivan,53,49775,Pune,99.98
2938,Grace,49,62800,Kolkata,94.11
2939,Grace,57,21781,Hyderabad,39.45
2940,Hana,57,20113,Hyderabad,36.3
2941,Ivan,48,20546,Delhi,43.89
2942,Charlie,22,73677,Hyderabad,53.2
2943,Grace,46,111160,Pune,68.78
2944,Charlie,22,87472,Delhi,15.64
2945,Alice,27,65987,Hyderabad,23.4
2946,Eve,37,23797,Kolkata,77.98
2947,Bob,54,23417,Mumbai,98.09
2948,Bob,18,118246,Bangalore,42.84
2949,Eve,58,50180,Bangalore,94.53
2950,Ivan,54,95461,Bangalore,39.93
2951,Julia,33,93029,Hyderabad,18.58
2952,Alice,19,61332,Kolkata,13.13
2953,Alice,35,37996,Mumbai,12.11
2954,Frank,22,92799,Pune,94.63
2955,Bob,37,76767,Hyderabad,32.48
2956,Alice,30,93911,Delhi,50.68
2957,Bob,55,37739,Pune,87.33
2958,Julia,30,103275,Kolkata,91.32
2959,Bob,38,118780,Mumbai,55.78
2960,Ivan,49,48119,Delhi,66.18
2961,Julia,45,47890,Pune,16.58
2962,Bob,30,85436,Mumbai,56.73
2963,Eve,52,88852,Kolkata,11.78
2964,Bob,58,65932,Hyderabad,24.23
2965,Frank,47,23086,Pune,25.96
2966,Hana,46,22197,Hyderabad,40.59
2967,Julia,33,98121,Bangalore,31.98
2968,Alice,35,34734,Kolkata,90.7
2969,Charlie,57,24892,Pune,0.5
2970,Julia,40,38211,Kolkata,69.66
2971,Eve,43,54192,Chennai,87.34
2972,Bob,41,28472,Bangalore,48.45
2973,Bob,21,67516,Chennai,69.14
2974,Ivan,24,104105,Hyderabad,16.13
2975,Bob,38,106255,Bangalore,57.97
2976,Julia,32,63764,Kolkata,28.43
2977,Eve,59,61867,Bangalore,11.68
2978,Bob,44,34046,Mumbai,3.36
2979,Grace,20,103758,Kolkata,77.78
2980,David,37,110398,Pune,92.32
2981,Ivan,21,41885,Hyderabad,24.61
2982,Eve,45,56466,Kolkata,69.25
2983,Alice,50,51405,Bangalore,86.49
2984,Bob,22,24315,Chennai,43.07
2985,Grace,30,62832,Kolkata,74.95
2986,Julia,54,56438,Pune,76.18
2987,Charlie,29,91653,Chennai,72.61
2988,Hana,44,118453,Mumbai,26.92
2989,Frank,31,95396,Delhi,58.92
2990,Alice,20,102873,Bangalore,32.16
2991,Julia,24,43342,Bangalore,71.29
2992,Charlie,59,70738,Pune,73.03
2993,Eve,49,67641,Chennai,54.01
2994,Julia,43,45983,Bangalore,91.97
2995,Julia,24,48511,Mumbai,41.78
2996,Alice,47,58754,Chennai,42.0
2997,Frank,48,38880,Kolkata,23.88
2998,Hana,27,42480,Bangalore,10.27
2999,Eve,37,78796,Kolkata,43.07
3000,Hana,54,25555,Bangalore,30.61
3001,Ivan,27,23309,Mumbai,62.31
3002,Charlie,19,41513,Mumbai,29.62
3003,Ivan,49,65998,Delhi,34.93
3004,David,20,84493,Chennai,64.72
3005,Bob,57,74274,Mumbai,57.46
3006,Hana,50,24605,Hyderabad,83.83
3007,Alice,37,33282,Mumbai,80.87
3008,Julia,56,54202,Bangalore,43.9
3009,Ivan,31,35086,Bangalore,6.23
3010,Charlie,33,115837,Bangalore,33.65
3011,Frank,51,77565,Pune,85.25
3012,Grace,53,109577,Kolkata,96.83
3013,Julia,48,82385,Pune,57.66
3014,David,55,65917,Delhi,43.27
3015,Grace,36,90327,Delhi,34.47
3016,Charlie,36,50138,Kolkata,32.44
3017,Bob,29,60161,Pune,79.75
3018,Alice,34,118644,Bangalore,10.61
3019,Ivan,39,90545,Chennai,48.89
3020,Grace,34,31189,Kolkata,60.07
3021,Grace,29,70005,Chennai,51.34
3022,Charlie,53,60538,Delhi,5.12
3023,Ivan,22,92247,Mumbai,94.75
3024,Eve,39,63241,Mumbai,57.84
3025,Eve,46,68536,Chennai,48.4
3026,Grace,40,107542,Kolkata,1.01
3027,Hana,42,67169,Delhi,17.18
3028,Hana,45,61062,Bangalore,41.51
3029,Ivan,22,57577,Delhi,58.54
3030,Julia,47,78950,Delhi,6.48
3031,David,47,30661,Mumbai,73.64
3032,Julia,43,99153,Delhi,25.42
3033,Hana,21,108026,Chennai,83.68
3034,David,32,57479,Kolkata,59.41
3035,Hana,58,71017,Bangalore,20.7
3036,Hana,26,41116,Kolkata,5.2
3037,Frank,51,107297,Mumbai,6.87
3038,Frank,52,74352,Delhi,7.61
3039,Julia,46,36713,Chennai,49.9
3040,Ivan,34,88168,Mumbai,25.21
3041,Alice,35,102972,Delhi,74.55
3042,Frank,42,54443,Kolkata,75.68
3043,Bob,32,31990,Chennai,35.05
3044,Grace,26,80178,Pune,17.75
3045,Eve,38,79722,Delhi,95.83
3046,David,46,78514,Delhi,52.25
3047,Charlie,39,23507,Pune,47.68
3048,Hana,50,25294,Hyderabad,30.73
3049,Julia,46,91509,Kolkata,32.72
3050,Ivan,56,37029,Bangalore,99.75
3051,Charlie,59,54469,Delhi,19.88
3052,Hana,45,35056,Delhi,69.24
3053,Ivan,43,46863,Chennai,17.31
3054,Frank,20,39745,Chennai,36.95
3055,Frank,50,105551,Pune,0.68
3056,Grace,48,79406,Kolkata,91.37
3057,Alice,29,61052,Mumbai,71.11
3058,David,49,48698,Chennai,0.79
3059,Bob,56,87547,Chennai,71.96
3060,Grace,41,106925,Delhi,70.66
3061,Charlie,31,111416,Delhi,45.03
3062,Charlie,28,38429,Hyderabad,81.43
3063,David,47,74585,Bangalore,82.6
3064,Alice,45,66785,Chennai,1.85
3065,Bob,36,118532,Mumbai,51.89
3066,Bob,39,104121,Hyderabad,88.8
3067,Hana,23,77892,Hyderabad,52.88
3068,Frank,25,49386,Bangalore,29.96
3069,Eve,22,65655,Delhi,11.67
3070,Hana,58,101712,Hyderabad,76.31
3071,Charlie,57,83691,Kolkata,30.87
3072,Julia,19,28752,Chennai,44.76
3073,David,48,78221,Kolkata,32.73
3074,Hana,33,67560,Mumbai,78.28
3075,Grace,45,69352,Chennai,19.45
3076,Eve,29,91433,Hyderabad,20.98
3077,Grace,32,88768,Chennai,75.11
3078,Bob,32,65412,Pune,43.06
3079,Frank,58,36739,Hyderabad,33.74
3080,Frank,39,28742,Hyderabad,72.67
3081,Hana,49,47553,Pune,42.92
3082,Grace,51,66741,Chennai,70.46
3083,Grace,44,57238,Hyderabad,72.5
3084,Eve,28,91731,Delhi,63.8
3085,Julia,46,54910,Pune,36.43
3086,Bob,47,105503,Pune,22.32
3087,David,50,97960,Hyderabad,25.47
3088,David,37,51849,Pune,98.35
3089,David,34,45057,Chennai,5.27
3090,Charlie,58,32003,Pune,58.23
3091,Alice,56,30024,Mumbai,84.0
3092,Hana,26,118582,Delhi,20.54
3093,Julia,42,32392,Mumbai,16.15
3094,Hana,44,47560,Pune,81.55
3095,Alice,55,53286,Bangalore,20.14
3096,Charlie,28,117938,Kolkata,44.82
3097,Eve,53,29564,Delhi,13.14
3098,Ivan,51,111728,Kolkata,16.01
3099,Frank,37,54560,Mumbai,88.61
3100,Charlie,40,98276,Pune,95.18
3101,Alice,35,51939,Hyderabad,89.07
3102,Ivan,23,89241,Kolkata,91.06
3103,Ivan,19,102827,Mumbai,74.76
3104,Hana,27,33869,Bangalore,83.89
3105,Eve,59,32297,Chennai,41.48
3106,Charlie,48,84261,Bangalore,0.2
3107,Alice,45,84859,Mumbai,77.45
3108,Frank,20,74751,Hyderabad,58.18
3109,David,54,47681,Bangalore,85.5
3110,Bob,22,75116,Delhi,69.13
3111,Hana,57,20324,Hyderabad,61.55
3112,Eve,38,93174,Hyderabad,81.08
3113,Ivan,23,61682,Kolkata,21.4
3114,Alice,27,29666,Pune,68.21
3115,Julia,18,84096,Delhi,98.03
3116,Grace,55,23014,Bangalore,4.42
3117,Charlie,31,111317,Chennai,13.79
3118,Julia,24,99041,Kolkata,72.46
3119,David,59,29407,Hyderabad,41.08
3120,Grace,24,36836,Mumbai,8.74
3121,Alice,47,56854,Pune,17.29
3122,Charlie,52,100557,Pune,49.12
3123,Eve,36,115689,Hyderabad,25.35
3124,Alice,41,86943,Bangalore,51.33
3125,Ivan,21,29430,Pune,77.95
3126,Julia,49,103723,Delhi,80.78
3127,Bob,36,88950,Pune,20.22
3128,Grace,59,80196,Pune,48.93
3129,Charlie,26,68022,Kolkata,5.61
3130,David,57,97699,Kolkata,66.92
3131,Alice,21,70280,Hyderabad,99.0
3132,Hana,22,92990,Kolkata,5.54
3133,Bob,46,32725,Mumbai,71.97
3134,Frank,42,62705,Chennai,91.48
3135,Frank,43,26919,Delhi,63.23
3136,Bob,28,103225,Mumbai,5.55
3137,Hana,39,103711,Bangalore,17.26
3138,Hana,43,24367,Kolkata,80.13
3139,Julia,42,77566,Hyderabad,7.99
3140,Charlie,33,78023,Pune,42.15
3141,Julia,30,107381,Mumbai,94.35
3142,David,38,57885,Mumbai,19.15
3143,Alice,31,38689,Chennai,21.95
3144,Bob,58,84294,Pune,99.87
3145,Julia,55,74074,Delhi,13.84
3146,Grace,46,27143,Hyderabad,20.39
3147,Charlie,26,101781,Pune,89.97
3148,David,34,108067,Chennai,96.79
3149,Eve,27,68279,Pune,44.06
3150,Hana,28,59922,Chennai,35.68
3151,David,48,81697,Chennai,42.18
3152,Bob,31,92440,Kolkata,16.82
3153,Julia,23,88340,Delhi,8.93
3154,Eve,58,116610,Pune,90.24
3155,Bob,40,35690,Delhi,79.76
3156,Alice,18,20740,Bangalore,49.15
3157,Frank,42,59542,Mumbai,16.12
3158,Frank,18,51237,Hyderabad,71.11
3159,Grace,39,28216,Delhi,50.83
3160,Bob,26,115604,Kolkata,29.44
3161,David,20,49169,Chennai,10.87
3162,Grace,18,42053,Mumbai,55.3
3163,Charlie,36,50218,Kolkata,42.31
3164,Charlie,35,63505,Pune,58.51
3165,Charlie,22,51536,Delhi,67.89
3166,Julia,30,53332,Bangalore,96.49
3167,Bob,44,111551,Kolkata,22.09
3168,David,42,21144,Chennai,90.71
3169,Alice,57,21280,Mumbai,54.4
3170,Bob,23,29121,Delhi,98.32
3171,Charlie,40,64513,Mumbai,78.53
3172,Charlie,33,21638,Hyderabad,24.43
3173,Bob,32,24032,Delhi,92.52
3174,Ivan,48,105710,Pune,6.91
3175,David,46,64264,Pune,67.67
3176,Hana,42,54607,Bangalore,78.65
3177,Frank,33,31164,Chennai,69.66
3178,Eve,51,111237,Hyderabad,13.45
3179,Frank,56,99943,Bangalore,45.69
3180,Julia,57,28343,Hyderabad,37.45
3181,Alice,31,25261,Chennai,59.94
3182,Bob,24,53716,Hyderabad,88.58
3183,Charlie,51,91554,Mumbai,90.5
3184,Frank,35,113372,Bangalore,90.75
3185,David,34,89773,Delhi,99.8
3186,Charlie,23,64913,Delhi,58.65
3187,Ivan,35,68924,Delhi,70.14
3188,Charlie,38,39738,Hyderabad,32.03
3189,Charlie,31,29917,Chennai,84.0
3190,David,20,23306,Hyderabad,83.79
3191,Hana,48,33735,Delhi,68.09
3192,Julia,21,74704,Kolkata,49.45
3193,Charlie,47,102514,Bangalore,70.37
3194,Ivan,39,27601,Kolkata,11.22
3195,Ivan,55,64750,Mumbai,16.6
3196,Grace,39,85034,Bangalore,50.55
3197,Ivan,45,70665,Mumbai,75.61
3198,Hana,37,39740,Mumbai,33.95
3199,Alice,51,72943,Delhi,23.41
3200,Frank,20,100081,Mumbai,94.19
3201,Alice,45,68105,Delhi,38.78
3202,Bob,59,90973,Delhi,55.6
3203,Hana,35,118868,Pune,29.53
3204,Charlie,50,118402,Mumbai,37.2
3205,Hana,41,47282,Hyderabad,46.77
3206,Hana,21,113829,Mumbai,22.85
3207,Alice,38,85775,Kolkata,13.86
3208,Hana,18,48616,Hyderabad,92.88
3209,Eve,31,81197,Hyderabad,56.93
3210,Frank,22,117667,Hyderabad,29.25
3211,Ivan,49,37323,Hyderabad,71.7
3212,Julia,48,70455,Mumbai,17.07
3213,Alice,59,29188,Kolkata,47.49
3214,Frank,50,27782,Kolkata,25.76
3215,Grace,47,43056,Chennai,4.3
3216,Alice,55,80884,Delhi,84.61
3217,Frank,35,105934,Delhi,93.7
3218,Grace,54,106954,Kolkata,8.81
3219,Charlie,19,115514,Hyderabad,39.4
3220,Hana,37,51027,Delhi,3.46
3221,Hana,54,60149,Delhi,81.75
3222,Hana,53,118124,Pune,48.42
3223,David,20,98604,Delhi,13.3
3224,Charlie,52,27982,Bangalore,1.4
3225,Ivan,26,58767,Delhi,35.41
3226,David,23,47468,Pune,66.37
3227,Charlie,56,68620,Delhi,38.11
3228,Eve,50,90237,Bangalore,39.58
3229,David,50,33476,Pune,67.67
3230,Charlie,28,114798,Bangalore,82.0
3231,Charlie,31,52534,Kolkata,70.48
3232,David,33,38535,Pune,78.66
3233,Hana,34,112234,Mumbai,28.68
3234,Julia,49,105397,Kolkata,6.54
3235,Alice,49,77275,Delhi,97.56
3236,Alice,24,53282,Bangalore,73.54
3237,Eve,45,76485,Hyderabad,96.98
3238,Julia,57,79602,Kolkata,80.74
3239,Ivan,59,58329,Chennai,82.73
3240,Hana,49,32753,Hyderabad,50.82
3241,Ivan,35,58801,Kolkata,87.2
3242,Eve,47,62068,Chennai,77.69
3243,Hana,20,110828,Delhi,74.13
3244,Eve,37,95873,Chennai,74.87
3245,Eve,20,69179,Mumbai,19.99
3246,Charlie,37,105492,Hyderabad,67.99
3247,Alice,55,69367,Delhi,85.65
3248,Alice,21,116509,Mumbai,55.01
3249,Julia,38,108610,Chennai,92.82
3250,Charlie,46,106744,Mumbai,71.03
3251,Bob,35,56645,Pune,56.06
3252,Eve,47,105082,Chennai,81.12
3253,Charlie,29,102038,Kolkata,4.31
3254,Ivan,18,119722,Mumbai,78.71
3255,Julia,22,39793,Bangalore,90.4
3256,Grace,44,93134,Hyderabad,81.76
3257,David,24,77976,Chennai,71.34
3258,Eve,35,100182,Pune,59.04
3259,Bob,57,74324,Hyderabad,0.64
3260,Charlie,45,88103,Mumbai,87.08
3261,Eve,41,103693,Delhi,98.73
3262,Ivan,37,111277,Kolkata,89.42
3263,Grace,24,119366,Pune,42.08
3264,Hana,37,62812,Mumbai,19.67
3265,David,51,65611,Mumbai,75.78
3266,Grace,22,61568,Chennai,88.1
3267,Hana,56,82959,Bangalore,34.49
3268,Frank,42,31246,Chennai,64.75
3269,Bob,32,80510,Kolkata,73.1
3270,Frank,53,32455,Pune,68.76
3271,Eve,49,77010,Hyderabad,42.93
3272,Ivan,54,91633,Pune,64.26
3273,Eve,48,26710,Chennai,39.73
3274,Eve,54,106274,Pune,66.34
3275,David,47,40776,Pune,95.76
3276,Charlie,40,63418,Delhi,18.04
3277,Charlie,43,118055,Mumbai,39.63
3278,Eve,22,53102,Delhi,84.46
3279,Alice,27,60821,Delhi,9.67
3280,Charlie,59,25077,Kolkata,92.49
3281,Frank,34,81181,Chennai,48.16
3282,David,55,48422,Kolkata,58.55
3283,Ivan,50,41758,Pune,86.25
3284,David,59,69241,Pune,3.58
3285,Eve,23,44987,Pune,94.66
3286,Ivan,41,61793,Hyderabad,28.04
3287,Julia,41,90600,Pune,54.69
3288,Julia,36,90619,Hyderabad,85.28
3289,Ivan,21,79874,Delhi,90.58
3290,Ivan,57,25300,Bangalore,49.25
3291,Frank,39,67283,Chennai,39.82
3292,Eve,35,113597,Hyderabad,19.41
3293,Charlie,49,49386,Bangalore,95.71
3294,Alice,19,88078,Chennai,63.36
3295,Ivan,43,53833,Kolkata,23.5
3296,Grace,42,62168,Kolkata,58.98
3297,Julia,38,22802,Bangalore,89.6
3298,Grace,26,51483,Chennai,54.03
3299,Julia,19,92261,Delhi,72.83
3300,Grace,25,84325,Chennai,88.61
3301,Eve,44,71479,Mumbai,58.73
3302,Bob,31,74084,Delhi,91.2
3303,Julia,52,66794,Delhi,27.15
3304,Charlie,25,79949,Mumbai,45.37
3305,Frank,40,92346,Bangalore,23.65
3306,Bob,56,89830,Bangalore,50.79
3307,Alice,42,78644,Mumbai,87.35
3308,Charlie,45,32199,Kolkata,20.36
3309,Ivan,38,65991,Mumbai,80.89
3310,Bob,24,54698,Hyderabad,23.61
3311,Frank,20,68926,Bangalore,64.34
3312,Grace,40,25762,Kolkata,77.35
3313,Frank,35,69537,Bangalore,49.59
3314,Julia,27,46351,Bangalore,88.14
3315,Frank,52,59119,Chennai,44.84
3316,Bob,59,106957,Pune,16.02
3317,Grace,38,104253,Kolkata,26.2
3318,Hana,41,48074,Bangalore,69.37
3319,Alice,35,90238,Kolkata,76.43
3320,Ivan,55,39435,Kolkata,12.41
3321,Grace,26,92520,Kolkata,88.41
3322,Bob,29,52096,Pune,51.2
3323,Charlie,54,96741,Chennai,80.73
3324,Grace,41,107083,Pune,40.67
3325,Frank,58,24199,Mumbai,78.98
3326,Julia,18,117508,Mumbai,9.0
3327,Alice,25,41251,Delhi,35.5
3328,Ivan,31,85497,Mumbai,29.57
3329,Charlie,35,107519,Bangalore,4.34
3330,Frank,23,79363,Hyderabad,65.18
3331,Julia,45,40608,Kolkata,45.42
3332,David,34,84124,Kolkata,82.26
3333,David,34,85891,Bangalore,72.83
3334,Charlie,28,72787,Delhi,80.33
3335,Alice,18,104067,Mumbai,58.83
3336,Bob,50,44923,Kolkata,77.73
3337,Frank,55,70720,Pune,48.32
3338,Alice,23,97496,Pune,15.95
3339,Grace,35,65316,Bangalore,62.57
3340,Grace,41,104658,Mumbai,47.21
3341,Julia,56,116276,Pune,67.39
3342,Alice,35,115008,Chennai,33.52
3343,Eve,50,105473,Mumbai,64.35
3344,Hana,45,93739,Pune,28.14
3345,Charlie,31,46169,Delhi,55.65
3346,Ivan,42,79452,Kolkata,93.05
3347,Hana,53,20261,Bangalore,77.95
3348,Bob,39,92692,Bangalore,11.75
3349,Frank,28,44030,Bangalore,87.27
3350,Eve,46,107974,Kolkata,49.51
3351,Grace,51,30937,Mumbai,15.76
3352,David,59,110846,Bangalore,19.46
3353,David,30,71469,Mumbai,27.45
3354,Eve,30,108145,Mumbai,28.58
3355,Grace,25,60526,Mumbai,38.67
3356,David,41,40883,Hyderabad,67.22
3357,David,47,91941,Chennai,11.6
3358,Eve,38,36751,Delhi,64.63
3359,Ivan,19,54477,Chennai,4.67
3360,David,49,29224,Hyderabad,60.65
3361,Bob,20,46672,Pune,66.15
3362,Hana,31,27807,Chennai,50.44
3363,Charlie,22,83337,Chennai,5.56
3364,Bob,51,77769,Chennai,80.53
3365,Frank,49,56106,Chennai,1.44
3366,Bob,48,83715,Pune,93.63
3367,Ivan,46,67360,Chennai,67.75
3368,Julia,59,53975,Pune,8.81
3369,Frank,39,50512,Pune,48.9
3370,Hana,26,96046,Hyderabad,60.67
3371,Hana,46,77738,Hyderabad,41.24
3372,Bob,31,85709,Pune,92.81
3373,David,23,90879,Chennai,17.09
3374,Eve,21,115701,Pune,73.46
3375,Bob,24,61413,Pune,89.09
3376,Ivan,34,90607,Kolkata,84.85
3377,Alice,58,52652,Delhi,40.04
3378,Eve,52,109784,Chennai,31.05
3379,Julia,56,105924,Mumbai,71.49
3380,Grace,36,61804,Delhi,29.87
3381,Charlie,56,107431,Mumbai,68.17
3382,Bob,22,55137,Kolkata,90.16
3383,Grace,21,24055,Kolkata,13.01
3384,Eve,26,54274,Pune,70.87
3385,Hana,57,24315,Pune,89.32
3386,Bob,30,84787,Chennai,64.45
3387,Grace,31,53696,Bangalore,35.45
3388,Hana,43,79344,Pune,91.57
3389,Alice,55,20682,Delhi,9.04
3390,Bob,37,80801,Mumbai,1.75
3391,Grace,22,118663,Chennai,83.41
3392,Alice,35,89253,Chennai,36.2
3393,Eve,27,94908,Mumbai,17.63
3394,Grace,39,36873,Pune,94.31
3395,Alice,30,104555,Bangalore,76.13
3396,Alice,55,94007,Mumbai,38.72
3397,David,37,48426,Bangalore,81.91
3398,Bob,23,72880,Hyderabad,93.35
3399,Eve,38,21983,Pune,86.33
3400,Hana,54,24684,Bangalore,86.33
3401,Ivan,35,32211,Chennai,17.6
3402,Charlie,59,67253,Delhi,26.18
3403,Alice,30,68164,Pune,5.15
3404,Bob,56,88154,Mumbai,58.26
